Sentiment,Label
Kin tapos ng simbagan a modyul na adi iparumrom sa mga  eskwelana ibalik tulus sa maestro o maestro para sa  kaukulang tunguhin,neutral
Para saeskwela   Ginibu a modyul na adi para kanimo,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi,neutral
Mag ayat sa tabang ka kanimong kagigin kung kinakaipuwan,positive
Isi ko  kayangkaya mo adi,positive
Sigurado kong makatutuud saka mamumuya ka,positive
Ingatan mo a modyul na adi,positive
D iri pagsuratan saka likayan na magasi o marapak a mga pahina,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga aktibiti,neutral
Sige  punan tan a,neutral
Maray na alduw mga igin,positive
Tikwilun a kaabay sa tuu kin bistadu mo saka magapir sa kaabay sa wala kin bistadu mo man iya,neutral
Magtaptap sa tulung beses,neutral
Nguwan bibistuwun mo a dakulu saka sadit na letra kaya magirungug ika,neutral
Mayna   punan ta na,neutral
Amo di bagong sasaritaun na dapat mong maisiyan saka maintindiyan,neutral
Isi mo a piginawan ta nguwan Mangnuwun ta raw kin abut sari a tibay mo,neutral
Pagtugbungun a dakulu saka sadit na letra,neutral
Natapos mo na su Pre Test,positive
Isiyun ta a tamang simbag gamit a key to correction sa pahina,neutral
Bistadu mo a mga letra,neutral
Agko pa ko ginibung isturya para kanimo,neutral
Magirungug ka isturya na babasawun kanimo,neutral
Intindiyun  saka bistuwun a dakulu saka sadit na mga letrang ginamit sa isturya,neutral
Siisay su mga nakakuko sa mani,neutral
Mga unung letra a nabayad saka nabistu mo sa isturya,neutral
Mga unung letra a dakulu saka sadit,neutral
Basawun saka simbagun a mga unga,neutral
Nabistu mo su dakulu saka sadit na letra,neutral
Nasimbagan mo pa su mga unga sa isturya,neutral
Unung importanteng impormasyon a naisiyan mo,neutral
Makatatabang kaya adi sa paginnawa mo,neutral
Markahan a lebel ka pagkaintindi mo g,neutral
Anapun saka kuluran sa pula a dakulung letra saka berde a sadit na letra,neutral
Gamitun a nakasuway na Pagsasanay  worksheet,neutral
Kumusta a unang pagsasanay,neutral
Bayadun a simbagsa Key to Correction sapahina,neutral
Unu na simbagan mo sa tama su pagsasanay,neutral
Pwede mo nang gibuwun a Pagsasanay,neutral
balikan mo su mga aytem na sala a simbag saka adalan utru  pagkatapos  magpadagus na sa pagsasanay,neutral
Bilugan a dakulung letra,neutral
Natapos mo a Pagsasanay,neutral
Saring parte ka na dipisilan,negative
Bistuwun mo pa ading letra,neutral
Bistuwun saka ikabit a dakulung letra ka sadit na letra,positive
Gamitun a suway na worksheet,positive
Natapos mo a Pagsasanay,positive
Sa parteng adi ka modyul mapupurbaran mo kin abut sari su naturan mo,positive
Isi kong kayangkaya mo di,positive
Namumuya ko kanimu,positive
Madali mo nang matapos adi aralin,positive
Itsek a simbag mo,positive
Namumuya ko ta natapos mo su mga pagsasanay,positive
Mala mong tibay igin,positive
a mga bisita mong migabot,neutral
a gusto mong gibuwon ka bertdey mo,neutral
A ibang mga ayop o bagay agko mga iwag na nakakaparyo sa mga tawo,neutral
Personification a baoy kadi figure of speech na adi,positive
A personification usad na figure of speech na pinaiiwag na iyan sa tawo a usad na ayop o bagay na uda buway,positive
Ginagamit adi tanganing mas kawiliwili saka magin  makulor a usad na istorya o tula,positive
Sa paunong mga paagi  minsan a kanatong kapalibutan kaparyo ka mga tawo,neutral
Kuno raw sira pwedeng namumuya o namumundo mo a tula sa ibaba na agko tamang ekspresyon saka intonasyon,neutral
Bigla akong napatanaw sa kanamong bintana,neutral
Ta nakarungog ako sa mga nagkakanta,neutral
A mga nabayad ko mga bayong na kosta,neutral
Kanamumuyang taluntalon na sa sanga ka mangga,positive
Sinasabayan man sa bayle ka mga dawon Na tinutugtogan man ka angin na magayon,positive
Diri ako makadiri ka kanyang imbitasyon,neutral
n Kapresko sa pagmati ako naginnawan,positive
Adi namumuyang kapalibutan  pangalin sa kapagalan,positive
Naintindiyan mo raw a tula,neutral
Purbaran tang simbagan a mga unga sa ibaba tungkol ku tulang binasa mo,neutral
Baydon kin tama a simbag mo sa pahina,neutral
Pilion a letra ka kanimong simbag,positive
Tauno ta napatanaw iya sa luwas ka bintana,neutral
Siisay man a nagdadadara kanya na lumuwa,neutral
Unu a nakaalin ka kanyang kapagalan,positive
Uno ta raw pwedeng gibuwon tangani na pirmi sanang namumuya a kanatong kapalibutan,neutral
Isurat a simbag sa kurit,positive
unong mga bagay o ayop a tinawan sa katangian sa usad na tawu,neutral
Napatanaw ako sa luwas ku bintana ta narungog ko su mga bayong na kosta,positive
Sinasabayan man sa pagkanta  pagbayle kadi mga sanga,positive
Matibay talaga ka igin  nguwan gamiton mo raw adi mga personification na naturan mo sa sadiri mong pangungusap,positive
Nguwan  kaya mo nang tapuson a mga sumusunod na gibuwon para maturan mo pa a iba pang personification,positive
Magdruwing sa bituon sa kurit kin a pangungusap na ginagamitan sa personification,positive
Tauno ta napatanaw iya sa luwas ka bintana,neutral
A mata niya nagsasarita ku mabayad niya su kanyang nabubutan,positive
Naula bagang uno raw su pansit saka inulas na kinaon ni Tatay ta malaka sirot,negative
Nagtindog sa tulid adi mga kawoy sadi gilid sa tinampo,positive
Kaipuwan na pirmi kitang magadal sa tultol,positive
Nagpalakpakan a mga tugaw sa kisame,positive
Basawon a talata,neutral
Kopyawon a mga parirala o grupo sa mga saritaon na nagpapahayag sa personification,neutral
Naggisong si Maria na agko magayon na kanta sa kanyang puso,positive
Isi niya na adi aldow na adi nakatawa a kinaban kanya,positive
Ika birthday niya nguwan na aldow,positive
Pagluwas niya sa kanyang kwarto pinagbati iya sa usad na kumpol na lobo,positive
A masiram na parung ku mga pagkaon nagiimbitar kanya na magbayle sa kamuyan,positive
Nabayad niya a mga regalo sa ibabow ka lamesa,positive
Diri na iya makapagulat  nagbababaoy kanya su mga regalo na sira buksan na niya,positive
Unang regalong nabuksan niya namilog a mga mata niya,positive
Pulang sapatos na nagkikimat kimat sa kintab a kanyang nabayad,positive
Nagbabayle sa kamumuyan a puso ni Maria,positive
Bilang panguring gibuwon  purbaran ta na Kupyawon a mga pangungusap sa ibaba,positive
Kuritan a parirala  na nagpapahayag sa personification,neutral
Bilugan a bagay o ayop na pinapaiwag na parang tawo,neutral
Nanggigisong na naman adi mga tugaw sadi kisame,negative
A hustisya pikit  minsan ngani bungog pa,negative
A mga cactus nagsasaludo sa mga makukusog a buot na magagi sa mainit na disyerto    A malinig na tubig ka salog matandos na nagdadalagan paiyan sa dagat    Nakangisi kanato a aldow    Iniistorya ka diyaryo a ngamin na barita,positive
A malinig na tubig ka salog matandos na nagdadalagan paiyan sa dagat,positive
Nakangisi kanato a aldow,positive
Iniistorya ka diyaryo a ngamin na barita,neutral
Baydun a mga simbag sa pahina   para maisiyan mo kin tama su mga simbag mo,neutral
Pwede mo nang gamiton su mga naturan mong personification sa sadiri mong pangungusap,positive
Para sa pagtatapos  isurat a mga nauudang sarita  sa mga pangungusap sa ibaba para mabilog a kaisipan na naturan mo  nguwan,positive
A usad na figure of speech na naggagamit sa mga katangian o gibo sa tawo para sa mga ayop o mga bagay na uda,positive
A paggamit sa personification nagtatau sa  sa mga sinurat na tula saka istorya,positive
A tambalang pangungusap compound sentence binibilog sa darwa o dakol pang sugnay na makapagiisa,positive
Napoporma man a tambalang pangungusap o compound sentence  sa paagi ka pagtugbong ka mga pangungusap na agko kumpletong ideya  o darwang sugnay na nakapag iisa,positive
Ginagamitan adi sa mga sasaritaon na saka  pangala  pero  o  alagad o kaya para pagtugbongan a darwang kaisipan o ideya,positive
Si mama niya maestra saka pulis man si papa niya,positive
Mingayamon kita o migsilong sa tv,neutral
Pagtugbungon a darwang pangungusap tanganing maka gibo sa tambalang pangungusap compound sentence,positive
Isurat a simbag sa notebook,positive
Gamiton a mga sasaritaon na saka  pero  o  o kaya tanganing mapag usad mo a ideya ka pangungusap,positive
Nagtutugtog sa gitara si Santos,positive
Ispid na maglangoy si Philip,positive
Takot iya na malumos,neutral
Nag iba iya sa contest sa pagdrowing,positive
Mig bisekleta na sana kita,positive
Nagkakanta man si Danica,positive
Iya a pinili na lider sa dance troupe nira,positive
Kumpletuwon a pangungusap sa paagi ka pagbutang sa usad pang sugnay na nakapagiisa tanganing makagibo sa tambalang pangungusap compound sentence,positive
Isurat a simbag sa papel,positive
Gusto ni Marie na umiba sa ngayamon,positive
Uno kita mig galin na,positive
Magbisekleta kita paiyan sa centro alagad,positive
Nakasusurat sa tambalang  pangungusap sa paagi ka pag tugbong sa usad pang sugnay na nakapag iisa pero diri nagpupuon sa dakulong letra saka uda bantas,positive
Diri naka surat sa tambalang pangungusap,negative
Pag drowing a hilig ni Ana  kaya nag iba iya sa contest sa pag drowing,positive
Nagtutugtog sa gitara si Santos saka nagkakanta man si Danica,positive
Miglunad kita o mig bisekleta na sana kita,neutral
Ispid na maglangoy si Philip pero takot iyang malumos,positive
Gibuwon  Ibaiba a simbag ka mga igin,neutral
Tawan sa puntos a simbag base sa rubrics,positive
A  o compound sentence  binibilog sa  o dakol pang sugnay na,positive
Para sa mga Kagigin o Tagagabay   Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatong mga igin  siguruwun na makapagtau sa oryentasyon sa mga eskwela  kagigin  o isay pa man na miyembro ka pamilya kung paunu gagamitun saka ingatan a modyul na adi,neutral
Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa   mga pagsasanay saka Post Test,neutral
Kin tapos nang simbagan a modyul na adi  iparumrum sa mga eskwela na ibalik tulus sa maestro o maestro para sa kaukulang tunguhin,neutral
Para sa eskwela    Ginibu a modyul na adi para kanimo,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi,positive
Magayat sa tabang ka kanimong kagigin kung kinakaipuwan,positive
Isi ko  kayangkaya mo di,positive
Sigurado kong makatutuud saka mamumuya ka,positive
Ingatan mo a modyul na adi,positive
Diri pagsuratan saka likayan na magasi o marapak a mga pahina,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga aktibiti,neutral
Sige  punan ta na,neutral
Maray na alduw,positive
Kumusta ika nguwan,positive
Mayna ta punan ta na,neutral
Nguwan na alduw matuturan mo a tamang pagbasa ka mga sasaritaun  parirala  ag mga pangungusap,positive
Magtaptap raw ika sa tulu,neutral
kin eksayted na ika ka bago mong matuturan,positive
Isiyun mo a gustong sabiyun ka mga adi base sa ritrato,neutral
Mangitngit   pangaturugan   nagpapaingalu,neutral
Direksyon Bilugan a tamang ngaran ka nasa ritrato,neutral
Silngan mo raw kin isi mo kung unu ngaran kading mga ritrato,neutral
Natapos mo na su Pre Test,positive
Isiyun ta a tamang simbag gamit a key to correction sa pahina,positive
Saring lebel ika kaiba,neutral
Si Isko usad na paraataman sa itik,neutral
Sabi ni Isko ka kanyang sadiri,neutral
Bago magngitngit binilang utro ni Isko su mga itik,neutral
Tama man palan,positive
Nalibung sana palan ako  napangirit na sabi ni Isko sa sadiri,positive
Pagkatapos bilangun su mga itik  nagluug na si Isko sadtu baluy nira,positive
Nagilayilay si Isko sadtu  ulaan habang nagpapaingalu,positive
Kaipuwan gayud na rugangan ko pa a itik ko  sa isip na sabi ni Isko,positive
Sana mangitlog na sira para makatipun ako sa sentabo  sabi pa ni Isko,positive
Mauruagnuw Simbagan a kada unga,positive
su uyupuyup ku angin kaya nakaturog iya,positive
Diri na nagpupundu sa pagitlog a mga itik ko,positive
Padurudobleng siyak ni Isko,positive
Hoy Isko Gisung na,neutral
Luug na raw sa kwarto mo,neutral
Ay  pangaturugan man sana palan,neutral
Siisay a paraataman sa  itik,neutral
Sari pagiistar si Isko,neutral
Unu su nareparo niya ku mga ataman na itik,neutral
Makatatabang kaya a pagataman sa itik ka pagiskwila ninyo,neutral
Anapon su mga sasaritaun na agko tunog na i  Isurat sa mga linya,neutral
Uru utruwa raw a unang tunog ka itik,positive
Atamanun ag payabaun a mga ayup,positive
Unung importanteng adal a naturan mo,neutral
Makatatabang kaya adi sa pagadal mo,neutral
Markahan a lebel ka pagkaintindi mo,neutral
Isurat a nauudang letra,neutral
Kumusta a unang pagsasanay,neutral
Bayadun a simbag sa Key to Correction sa pahina,neutral
Unu nasimbagan mo sa tama su pagsasanay,neutral
Pwede mo nang gibuwun a Pagsasanay,neutral
balikan mo su mga aytem na sala a simbag  adalan mo utru  pagkatapos  magpadagus na sa pagsasanay,neutral
Bilugan a naiibang sasaritaun,neutral
Natapos mo a Pagsasanay,positive
Saring parte ka nadipisilan,neutral
Basawun a mga parirala ag ipadis adi ka tamang ritrato,neutral
Nasimbagan mo ngamin  na pagsasanay,positive
Tsekan mo a simbag gamit a Key to Correction sa pahina,neutral
Unu namatian mo matapos mong maisiyan a resulta ku pagpupursige mo sa lambang pagsasanay,neutral
Purbaran mo raw simbagun adi,neutral
Piliun a tamang sasaritaun na migkumpleto ka pangungusap,neutral
Madali mo nang matapos adi aralin,positive
Itsek a   simbag mo gamit a  key to correction sa pahina,neutral
Pirang bituun kaya a mareresibe mo,neutral
Baydun sa ibaba,neutral
Kin gusto mong mag ataman sa ayup,neutral
Pwede man a isura,neutral
Bawugun mo sanang pirmi Ngani iyang tumaba,positive
Nganing diri pag istaran sa namuk ta baka madengue ika,neutral
Unu pwedeng atamanun na ayup,neutral
Sari nakaistar a isura na dapat balyuwan pirmi,neutral
Unung ilang a pwede tang makuku na galin sa namuk,neutral
Namumuya ko ta natapos mo su mgapagsasanay,positive
Mala mong tibay igin,positive
Sa wakas nakaabut na ka sa katapusan ka aralin,positive
Para sa mga Kagigin o Tagagabay   Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatong mga igin  siguruwun na makapagtau sa oryentasyon sa mga eskwela  kagigin  o isay pa man na miyembro ka pamilya kung paunu gagamitun saka ingatan a modyul na adi,neutral
Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa   mga pagsasanay saka Post Test,neutral
Kin tapos nang simbagan a modyul na adi  iparumrum sa mga eskwela na ibalik tulus sa maestro o maestro para sa kaukulang tunguhin,neutral
Para sa eskwela    Ginibu a modyul na adi para kanimo,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi,neutral
Magayat sa tabang ka kanimong kagigin kung kinakaipuwan,neutral
Isi ko  kayangkaya mo di,positive
Sigurado kong makatutuud saka mamumuya ka,positive
Likayan mo a modyul na adi,positive
Diri pagsuratan saka likayan na magasi o mapuknit a mga pahina,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga gigibuwun,positive
Sige  punan ta na,neutral
Sadi modyul na adi matuturan mo a darwang klase sa pangngaran na ginagamit mo arualduw,positive
pandemic ilang na nagluluyap sadi kinaban,neutral
pandemic ilang na nagluluyap sadi kinaban,neutral
Purbaran raw ninyong simbagun a sumusunod na mga unga bago kita magpuun ka leksiyon ta,neutral
Ipabasa ka kagigin a ngaran sa kawun,neutral
Bilugan a tamang simbag,neutral
Isiyun ta a tamang simbag gamit a key to correction sa pahina,neutral
Unang  gradu na si Belle,positive
Ipinaenrol iya gamit a online  ni Tatay Boyet sa Nabua Central Pilot School,positive
Diri iya pwedeng magiyan sa eskwelan ta agku  Pandemic,positive
Naturan ninyo ku usad na semana na a saritang ginagamit na pambauy ka ngaran ka tawu  ayup  bagay  saka lugar binabauy na pangngaran,positive
Agku kita darwang klase sa pangngaran,neutral
Di tiyak saka tiyak na pangngaran,positive
Tiyak na pangngaran  ngaran ka tawu  ayup  bagay saka lugar,positive
Nagpupuun sa dakulung letra,positive
Kaya ibinakal na lang iya ni Tatay Boyet sa bagong Samsung na laptop para magamit niya sa pageskwela sa online learning,positive
Nagpupuun sa sadit na letra,neutral
Isurat sa linya a T kung tiyak kung di tiyak,neutral
Ipabasa mo ka kagigin mo a sumusunod na pangungusap,neutral
Bilugan a tiyak na pangngaran Ikawun a di tiyak na pangngaran,neutral
Dakulu na a igin ni Mila,positive
Tinawan niya si Ana sa Hershey na chocolate,positive
Nagsimba kami sadtu Holy Cross Parish sapun,positive
Mataba na a ataman kung ayam na si Blackie,positive
Binakal kami sa bulung sa Mercury Drug,positive
Mala mong tibay,positive
Natapos mo a  Pagsasanay,positive
Saring parte ka nadipisilan,neutral
Dawa arug kan  ipinaguurgulyo ko ka,positive
Ipabasa ka kagigin a mga sarita sa kawun,neutral
Isurat sa tamang column,positive
dulsi Albay botika Kathryn Bernardo lawa Tiyak na pangngaran Di tiyak na pangngaran Ipabasa sa kagigin a mga sarita sa kawun,neutral
Piliun saka kupyawun  a tiyak na ngaran,neutral
Piliun saka kupyawun a di tiyak na ngaran,neutral
Binakal kami sa bulung sa Mercury  Drug,positive
Mataba na a ataman kung ayam na,positive
Nagsimba kami sadtu Holy Cross,positive
Tinawan niya  sa Hershey a igin ni Mila,positive
Para sa mga Kagigin o Tagagabay   Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatong mga igin  siguruwun na makapagtau sa oryentasyon sa mga eskwela  kagigin  o isay pa man na miyembro ka pamilya kung paunu gagamitun saka ingatan a modyul na adi,neutral
Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa   mga pagsasanay saka Post Test,neutral
Kin tapos nang simbagan a modyul na adi  iparumrum sa mga eskwela na ibalik maestro para sa kaukulang tunguhin,neutral
Para sa eskwela    Ginibu a modyul na adi para kanimo,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi,positive
Magayat sa tabang ka kanimong kagigin kung kinakaipuwan,neutral
Isi ko  kayangkaya mo di,positive
Sigurado kong makatutuud saka mamumuya ka,positive
Likayan mo a modyul na adi,positive
Diri pagsuratan saka likayan na magasi o mapaknit a mga pahina,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga activity,positive
Sige  punan ta na,neutral
Kumusta mga igin,positive
Ready na kamo ka leksyon ta nguwan,positive
Sadi modyul na adi matuturan ninyo a tamang gamit ka mga panandang a  saka a mga na ginagamit sa unaan ka mga pangngaran,positive
Piliun saka itsek a tamang simbag sa kawun,neutral
Ginagamit a a   kin usad sanang di tiyak na ngaran a tinutukoy o sinasambit,neutral
Alimbawa Magayun   a munyika  ni Donna,positive
Mabuut a nars sa clinic,positive
Bago a relo ni Nena,positive
A mga  a ginagamit pag darwa o dakul pang di tiyak na ngaran a tinutukoy o sinasambit,neutral
Alimbawa Matamis a mga grapes,positive
Namumuya a mga igin,positive
Masustansya a mga gulay,positive
Naintindiyan na ninyo mga igin,positive
Bilugan  a tamang pananda para ka ritratu,neutral
Purbaran ta raw kin masimbagan mo a sumusunud na gigibuwun,positive
Bilugan a letra ka tamang simbag,neutral
Para sa mga Kagigin o Tagagabay   Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatung mga igin  siguruwun na makapagtau sa oryentasyon sa mga eskwela  kagigin  o isay pa man na miyembro ka pamilya kung paunu gagamitun saka ingatan a modyul na adi,neutral
Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa panimulang pagsubok  mga pagsasanay saka panapos na pagsubok,neutral
Kin tapos nang simbagan a modyul na adi  iparumrum sa mga eskwela na ibalik tulus sa maestro o maestra para sa sumusunod na plano o mga gigibuwun,neutral
Para sa eskwela    Ginibu a modyul na adi para kanimo,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi,neutral
Magayat sa tabang ka kanimong kagigin kung kinakaipuwan,positive
Isi ko  kayangkaya mo di,positive
Sigurado kong makatutuud saka mamumuya ka,positive
Ingatan mo a modyul na adi,positive
Diri pagsuratan saka likayan na magasi o maraut a mga pahina,positive
Gumamit ika sa answer sheet o booklet sa pagsimbag ka mga aktibiti,neutral
Sige  punan ta na,neutral
Dios maray na alduw,positive
Kumusta ka  Siguradong excited na kang makatuud ka leksyon nguwan,positive
Mayna ta magpuun na kita,neutral
Sa leksyon na adi  makatutuud ikang magsurat sa tamang saritaun na agko mga letrang naturan mo na,positive
Kayangkaya mo di,positive
Simbagan a pirang unga tapos isurat a simbag sa buklet,neutral
A pagsurat pirming kaiba ka pagbasa,neutral
Kin tatau kang magbasa dapat tatau man ikang magsurat,positive
A hugnayang pangungusap o complex sentence agko sugnay na nakapagiisa saka sugnay na dinakapagiisa,positive
Napoporma adi sa paagi ka pagrugang sa mga sasaritaon sa unaan ka sugnay na dinakapagiisa paryo ka kin  pagkatapos  bago  dahil ka  dawa  kasa  habang  kin  anggan sa  kin sari  kin kuno saka iba pa,neutral
Nagiyan kami sadto party dawa patapos na,positive
Nag order pa nanggad sa halohalo si Rona,positive
Maraot a pagmati ni nanay nagpara awan sa natad giyapon,negative
Isurat a simbag sa notebook,neutral
Nakasusurat sa complex sentence na nagpupuon sa dakulong letra  pero nagtatapos sa tamang bantas,neutral
Diri naka surat sa complex sentence,negative
Ibaiba magiging simbag ka igin,neutral
Markan adi base sa rubriks,neutral
Matuturan mo naman nguwan a usad pang figure of speech na binabaoy na hyperbole,positive
A hyperbole nagpapahayag sa mga bagay o pangyayari na imposible,neutral
Diri dapat intindiyon sa kin pauno sinabi o sinurat ta adi agko ibang kahulugan,negative
Pinapasobran niya kin uno a talagang kahulugan ka usad na pangungusap,positive
Pagkatapos kadi Learners Packet na adi  inaasan na matuturan mo na Identifies metaphor  personification  and hyperbole in a sentence,neutral
Simbagan a sumusunod na mga unga sa ibaba,neutral
Uda katapusan a pagulat ko Sa bakasyon lalo na a Pasko,neutral
Siguro paryo ko man kamo Abot langit man a pangadyi ninyo,positive
Iyan sa usad na dupa a ngirit mo Kin naguuran na sa mga regalo,positive
Dakul pa a handa sa lamesa ninyo Ngamin adi paborito mo,positive
Diri pagpalampason a simbang gabi,positive
Sigurado a bendisyon pirming arani,positive
Diri mababayaran a pagkamuya Kin tipon a lambang miyembro ka pamilya,positive
Matamis pa sa asukar a pagkabuot nira Sigurado pagkauusad maaasahan ta,positive
Sa tulang binasa mo,neutral
Purbaran ta kin naintindiyan mo su binasa mong tula,neutral
Tungkol sa uno su tula,neutral
Uno a pinaguulat ku nagsurat kadi tula,neutral
Sari raw galin a darang bareta ku padi,neutral
Uno ta dapat gibuwon ku mga baritang dara ku padi,neutral
Kin ika aayatan sa bagong titulo ka tula uno adi,neutral
Ading mga pariralang adi binabaoy na hyperbole,neutral
Basawon ta a mga parirala na galin sa tula,neutral
Unouno pang mga hyperbole a ginamit sadto istorya,positive
Gamiton mo raw adi mga hyperbole na naturan mo sa sadiri mong pangungusap,positive
Nguwan  basawon a mga pangungusap sa ibaba,positive
Pilion a kahulugan ka pangungusap base sa hyperbole na ginamit,positive
Isurat a letra ka tamang simbag,positive
gubat ka libro usad na tonelada,negative
Malang gubat ka libro,negative
Uulaton kita ni Lisa anggan sa katapusan,positive
Maray na kabarkada si Lisa,positive
Nauda su isip ni Luis ku mabayad niyang inapon ku igin su mamalon niyang telepono,negative
Pwedeng mailayog ka angin a eskwelan,neutral
Gibo sa maluyang materyales a eskwelan,negative
Naapektuwan a eskwelan ku makusog na bagyo,negative
Usad na taon nakaturog si Nanay Sela sa kapagalan,neutral
Gusto sanang magparaturog ni Nanay Sela,neutral
Diri man masyadong pagal si Nanay Sela,neutral
Sobra a kapagalan ni Nanay Sela,neutral
Matibay talaga ka  igin,positive
Unouno pang mga hyperbole a nakarugang sa mga naturan ninyo Baydon sa pahina kin tama a simbag mo,neutral
Bilang panguring gibuwon  purbaran ta man na basawon  a  mga  pangngusap,neutral
Bilugan  a  parirala  na nagpapahayag sa hyperbole    pagkatapos    anapon a kahulugan  kadi  sa  luog  ka  kawon,neutral
Isurat a letra ka simbag sa kurit,neutral
Kasing langkaw sa kawayan a igin ni Tang Jose na basketball player,positive
Nagduag na kang tawo pero bosesipis man,negative
Anggan talinga a ngirit ni Ruben,positive
Kanon na a pagsilong ko kanimo pagkatapos kong magagi sa malang rayo,neutral
Abot langit a pasasalamat ko kadi tabang mo kanako,positive
Kasing langkaw sa kawayan a igin ni Tang Jose na basketball player,positive
Nagduag na kang tawu pero bosesipis man,negative
Hanggang talinga a ngirit ni Ruben,positive
Kanun na a pagsilung ko kanimu pagkatapos kong magagi sa malang rayu,neutral
Abut langit a pasasalamat ko kadi tabang mo kanaku,positive
Baydon a mga simbag sa pahina   para maisiyan mo kin tama su mga simbag mo,positive
Pwede mo nang gamiton su mga naturan mong hyperbole sa sadiri mong pangungusap,positive
Para sa pagtatapos  kumpletuwon saka isurat sa mga kurit a mga nauudang sarita sa mga pangungusap sa ibaba para mabilog a kaisipan na naturan mo nguwan,positive
Pilion a idiomatic expressions sa mga pangungusap,positive
Diri dapat intindiyon sa kin pauno sinabi o sinurat,neutral
Habang binabasa mo saka ginigibo a mga aktibiti mas lalo mong maiintindiyan kin uno a idiomatic expression,positive
A idiomatic Expressions mga parirala o mga sasaritaon  na a kahulugan diri makukuko sa buot sabayon ka lambang sasaritaon kundi agko pa iba saka bagong kahulugan,positive
Pagputi ka uwak,neutral
Maaba a kamot,neutral
Kasadit kadi kinaban,neutral
Di maulugan sa ragom,neutral
Namumurak sa tawo,neutral
Uno a naturan mo sadi leksiyon pauno mo pa mapapauswag a mga naturan mo,neutral
Upang matugunan ang hamong kinakaharap sa edukasyon  kalusugan at kaligtasan malaking tulong ang modyul na ito sa patuloy na pagaaral ng kabataan sa loob at labas ng paaralan sa pakikipagtulungan ng mga magulang at tagagabay  Inaasahan na ang modyul na ito ay higit na makatutulong sa paglinang ng kasanayan at kakayahan ng mga magaaral,positive
Para sa mga Kagigin o Tagagabay   Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatong mga igin  siguruwon na makapagtao sa oryentasyon sa mga eskwela  kagigin  o isay pa man na miyembro ka pamilya kung pauno gagamiton saka ingatan a modyul na adi,neutral
Ipaisi na kaipuwan na magkaagko sadiring answer sheet a lambang eskwela para sa   mga pagsasanay saka Post Test,neutral
Kin tapos nang simbagan a modyul na adi  iparumrum sa mga eskwela na ibalik tulos sa maestro o maestro para sa kaukulang tunguhin,neutral
Para sa eskwela    Ginibo a modyul na adi para kanimo,neutral
Kaipuwan mong sunudon saka simbagan na solo a mga gigibuwon sa modyul na adi,neutral
Magayat sa tabang ka kanimong kagigin kung kinakaipuwan,neutral
Isi ko  kayangkaya mo di,positive
Sigurado kong makatutuud saka mamumuya ka,positive
Ingatan mo a modyul na adi,positive
Diri pagsuratan saka likayan na magasi o marapak a mga pahina,neutral
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga aktibiti,neutral
Sige  punan ta na,neutral
Dios maray na ramrag,positive
Kumusta ka nguwan,positive
Nguwan na alduw agku ka bagong matuturan,positive
Sadi modyul na adi matuturan mo  kin paunu mo ipabibistu a sadiri mo sa ibang tawu ag kin paunu mo mapipili a mga bagay na gusto ag abu mo,positive
Mayna  paginawan ta na,positive
pagpabistu a bauy ka pagsabi mo ka kanimong ngaran  edad  kin taga sari ika ag iba pang impormasyon manungud kanimo,neutral
Sari ika nagiiskwila,positive
Paborito niya a gulay na kalabasa t,positive
Abu iya ka gulay na mariguso,negative
Si teacher Lourdes Padilla a maestra niya,positive
Nasa Grade One naman iya,positive
Simbagun a kada unga,positive
Isurat sa notebook a tamang simbag,neutral
Siisay a kagigin niya,neutral
Sari sira nakaistar,neutral
Nasa unung grado na iya,neutral
Unu ngaran ka maestra niya,neutral
Sari iya nagiiskwila,neutral
Unung gulay a paborito niya,neutral
Unung gulay man a abu niyang kaunun,neutral
Siisay su igin sa isturya,neutral
Unu ngaran ka mga ngud niya,neutral
Ipinapabistu ta a kanatong sadiri sa paagi ka mga detalye manungud kanato arug ka ngaran,positive
Ako po si Lina  unum na taon na po ako,positive
Sira  Rey ag Ana a mga kagigin ko,positive
Sa San Vicente Baao kami nakaistar,positive
Nasa Grade One  na po ako sa San Vicente Elementary School,positive
