id,words,tags,polarity
3203,nagbinalyuwan,VB,0
3204,nagbisa,VB,1
3205,nagbisara,VB,0
3206,nagbisita,VB,1
3207,nagbisti,VB,1
3208,nagboluntaryo,VB,1
3209,nagboto,VB,1
3210,nagbububu,VB,1
3211,nagbubukal,VB,0
3212,nagbubuklat,VB,0
3213,nagbubulong,VB,1
3214,nagbubulos,VB,0
3215,nagbubulung,VB,1
3216,nagbubura,VBG,-1
3217,nagbuburo,VB,0
3218,nagbuburubisara,VB,0
3219,nagbuburukburuk,VB,-1
3220,nagbubusul,VB,-1
3221,nagbubutang,VB,0
3222,nagburak,VB,1
3223,nagbutang,VB,1
3224,nagbutuwan,VB,0
3225,nagdadadara,VB,1
3226,nagdadakol,VB,0
3227,nagdadalagan,VB,0
3228,nagdadamdam,VB,-1
3229,nagdadapla,VB,0
3230,nagdadara,VB,0
3231,nagdadaralaganan,VB,0
3232,nagdakol,VB,0
3233,nagdakulo,VB,1
3234,nagdalagan,VB,0
3235,nagdedeskarte,VB,1
3236,nagdidinamayan,VB,1
3237,nagdidiskursu,VB,1
3238,nagdrowing,VB,0
3239,nagdruwing,VB,0
3240,nagduag,VB,1
3241,nagdudrowing,VB,0
3242,nagdudulag,VB,-1
3243,nagduduyan,VB,0
3244,nagdulag,VB,-1
3245,naggaan,VB,1
3246,naggagabot,VB,0
3247,naggagalin,VB,-1
3248,naggagamit,VB,1
3249,naggalin,VB,-1
3250,naggamit,VB,0
3251,naggayon,VBD,1
3252,naggibo,VBD,1
3253,naggibu,VBD,1
3254,naggigibo,VBD,1
3255,naggigibu,VBD,1
3256,naggisong,VBD,1
3257,naggisung,VBD,1
3258,nagibo,VBD,1
3259,nagibu,VBD,1
3260,nagigibo,VBD,1
3261,nagigibu,VBD,1
3262,nagigin,VBD,1
3263,nagiginibo,VBD,1
3264,nagiginibu,VBD,1
3265,nagiinom,VBG,0
3266,nagin,VBD,0
3267,naginibu,VBD,1
3268,naginnawan,VBD,1
3269,nagiro,VBD,1
3270,nagisong,VBD,1
3271,nagisung,VBD,1
3272,nagiyan,VBD,1
3273,nagkabalyuwan,VBD,-1
3274,nagkabinaydan,VBD,1
3275,nagkaiinum,VB,-1
3276,nagkakaagko,VB,1
3277,nagkakaagku,VB,1
3278,nagkakabayad,VB,1
3279,nagkakabinayadan,VB,1
3280,nagkakailang,VB,-1
3281,nagkakalayu,VB,0
3282,nagkakalot,VBG,0
3283,nagkakamang,VB,-1
3284,nagkakanap,VB,0
3285,nagkakanta,VB,0
3286,nagkakantawan,VB,0
3287,nagkakantidad,VB,0
3288,nagkakaon,VB,1
3289,nagkakaon,VBG,1
3290,nagkakaputan,VB,0
3291,nagkakatangis,VB,-1
3292,nagkakaun,VB,1
3293,nagkakauusad,VB,1
3294,nagkanta,VB,1
3295,nagkaon,VB,1
3296,nagkaparyu,JJ,0
3297,nagkaraanap,VB,-1
3298,nagkaradalagan,VB,-1
3299,nagkarakaun,VB,1
3300,nagkaraparigus,VB,1
3301,nagkarasuka,VB,-1
3302,nagkaratangis,VB,-1
3303,nagkaratanum,VB,1
3304,nagkaraunan,VB,1
3305,nagkarilingawan,VB,-1
3306,nagkatangis,VB,-1
3307,nagkatutung,JJ,-1
3308,nagkaun,VBD,1
3309,nagkawasak,VB,-1
3310,nagkikimat,VB,0
3311,nagkikindatan,VB,1
3312,nagkikisam,VB,0
3313,nagkindat,VB,1
3314,nagkitkilat,VB,-1
3315,nagkuko,VBD,-1
3316,nagkuku,VBD,-1
3317,nagkukubug,VB,1
3318,nagkulog,VB,1
3319,nagkulug,VB,-1
3320,nagkundisyun,VB,0
3321,nagkupkop,VB,0
3322,nagkuratod,VB,-1
3323,nagkusug,VB,1
3324,nagkutkuraot,VB,0
3325,nagkutkut,VB,1
3326,nagkuyug,VB,1
3327,naglaba,VB,1
3328,naglala,VB,-1
3329,naglalaba,VB,1
3330,naglalabus,VB,0
3331,naglalangoy,VB,1
3332,naglalanguy,VB,1
3333,naglalaom,VB,0
3334,naglalaum,VB,0
3335,naglalayog,VB,1
3336,naglalayug,VB,1
3337,naglangkaw,VB,1
3338,naglangto,VB,1
3339,naglanguy,VB,1
3340,naglayog,VB,1
3341,nagleksyon,VB,1
3342,nagleleksiyon,VB,1
3343,naglibut,VB,0
3344,naglili,VB,0
3345,nagliliagi,VB,0
3346,naglilimpiya,VB,1
3347,naglilinig,VB,1
3348,naglilinog,VBG,-1
3349,naglimpiya,VB,1
3350,naglinig,VB,1
3351,naglukso,VB,1
3352,naglulukso,VB,1
3353,nagluluksuwan,VB,1
3354,naglulupad,VB,1
3355,nagluluto,VB,1
3356,nagluluwas,VB,-1
3357,nagluluyap,VB,-1
3358,naglunad,VB,0
3359,nagluog,VB,0
3360,nagluto,VB,1
3361,naglutu,VB,1
3362,nagluug,VB,0
3363,nagluwas,VB,-1
3364,nagmamanda,VB,0
3365,nagmamantinir,VB,1
3366,nagmamartsa,VB,0
3367,nagmamawut,VB,1
3368,nagmundu,VB,-1
3369,nagngangaran,VB,0
3370,nagngangayamun,VB,1
3371,nagngayamun,VB,1
3372,nagngurub,VB,-1
3373,nagoonga,VB,0
3374,nagpabakal,VBD,0
3375,nagpabaya,VBD,-1
3376,nagpabayad,VBD,-1
3377,nagpadagus,VBD,1
3378,nagpadakulo,VBD,1
3379,nagpaeskuwelan,VBD,1
3380,nagpagayon,VBD,1
3381,nagpaingalu,VBD,1
3382,nagpakasal,VBD,1
3383,nagpalakpakan,VBD,1
3384,nagpalayug,VBD,1
3385,nagpangadyi,VBD,1
3386,nagpanik,VBD,-1
3387,nagpapaandar,VBD,0
3388,nagpapaayag,VBD,1
3389,nagpapabakal,VBD,0
3390,nagpapabayad,VBD,0
3391,nagpapabistu,VBD,1
3392,nagpapabusug,VBD,1
3393,nagpapadara,VBD,1
3394,nagpapadulag,VBD,-1
3395,nagpapagayun,VBD,1
3396,nagpapahayag,VBD,1
3397,nagpapahiwatig,VBD,1
3398,nagpapaingalo,VB,1
3399,nagpapaingalu,VB,1
3400,nagpapaisi,VBD,1
3401,nagpapaiyan,VB,1
3402,nagpapakaon,VB,1
3403,nagpapakaun,VB,1
3404,nagpapakusug,VB,1
3405,nagpapalakpak,VB,1
3406,nagpapalawak,VB,1
3407,nagpapalayog,VB,1
3408,nagpapaliwanag,VB,1
3409,nagpapamangno,VB,-1
3410,nagpapamati,VB,1
3411,nagpapanik,VB,-1
3412,nagpaparada,VB,0
3413,nagpaparaog,VB,-1
3414,nagpapartisipar,VB,1
3415,nagpaparumrom,VB,1
3416,nagpaparumrum,VB,1
3417,nagpapasalamat,VB,1
3418,nagpapasunod,VB,1
3419,nagpapatibay,VB,1
3420,nagpapayad,VB,1
3421,nagpaplano,VB,1
3422,nagpaplantsa,VB,1
3423,nagparadalagan,VB,-1
3424,nagparangayamon,VB,1
3425,nagparangayamun,VB,1
3426,nagparanyamun,VB,1
3427,nagparaog,VBD,-1
3428,nagparapangayamon,VB,1
3429,nagparatangis,VB,-1
3430,nagpasalamat,VBD,1
3431,nagpatabang,VBD,0
3432,nagpaukag,VBD,-1
3433,nagpauli,VBD,0
3434,nagpila,VBD,0
3435,nagpili,VBD,0
3436,nagpipidal,VB,0
3437,nagpipikit,VB,0
3438,nagpipila,VB,0
3439,nagpipinayaba,VB,1
3440,nagpipinta,VB,0
3441,nagpipirot,VB,-1
3442,nagpisar,VB,0
3443,nagplano,VBD,1
3444,nagpopoon,VB,0
3445,nagpreparar,VB,1
3446,nagpundo,VB,0
3447,nagpundu,VB,0
3448,nagpuon,VBD,1
3449,nagpupu,VBD,1
3450,nagpupugul,VB,0
3451,nagpupundu,VB,0
3452,nagpupuon,VB,1
3453,nagpuputol,VB,-1
3454,nagpupuun,VB,1
3455,nagpuun,VBD,1
3456,nagraan,VBD,-1
3457,nagrapo,VBD,0
3458,nagrara,VBD,0
3459,nagraraan,VBD,-1
3460,nagrarabong,VB,-1
3461,nagrarabong,VBG,-1
3462,nagrarabung,VB,-1
3463,nagrarapu,VB,0
3464,nagray,VBD,1
3465,nagregalo,VBD,1
3466,nagrereklamo,VB,-1
3467,nagrerepresantar,VB,1
3468,nagrerepresentar,VB,1
3469,nagriribuk,VB,-1
3470,nagrugang,VBD,1
3471,nagrugo,VBD,-1
3472,nagrukot,VBD,0
3473,nagruluksuwan,VBD,0
3474,nagrurugang,VB,1
3475,nagrurugup,VB,1
3476,nagrusrus,VBD,-1
3477,nagsabi,VBD,0
3478,nagsagub,VBD,1
3479,nagsalida,VBD,1
3480,nagsaod,VBD,1
3481,nagsarita,VBD,1
3482,nagsasa,VBD,0
3483,nagsasabat,VB,0
3484,nagsasabi,VB,1
3485,nagsasabi,VB,1
3486,nagsasadiri,VB,0
3487,nagsasagob,VB,1
3488,nagsasakit,VB,-1
3489,nagsasalida,VB,1
3490,nagsasaludo,VB,1
3491,nagsasarita,VB,1
3492,nagsasaud,VB,1
3493,nagsaud,VBD,1
3494,nagselebrar,VBD,1
3495,nagsikap,VBD,1
3496,nagsilibrar,VBD,1
3497,nagsilong,VBD,1
3498,nagsilung,VBD,1
3499,nagsimba,VBD,1
3500,nagsimbag,VBD,1
3501,nagsinabugan,VBD,-1
3502,nagsinilngan,VBD,1
3503,nagsiram,VBD,1
3504,nagsiserbe,VBD,1
3505,nagsisiggid,VB,1
3506,nagsisigid,VB,1
3507,nagsisilong,VB,1
3508,nagsisilung,VB,1
3509,nagsisimba,VB,1
3510,nagsisimbag,VB,1
3511,nagsisirbe,VB,1
3512,nagsisirbi,VB,1
3513,nagsisiyak,VB,-1
3514,nagsiwit,VB,-1
3515,nagsiyak,VBD,-1
3516,nagsulput,VBD,1
3517,nagsumbung,VBD,-1
3518,nagsunod,VBD,1
3519,nagsunud,VBD,1
3520,nagsupong,VBD,1
3521,nagsupung,VBD,1
3522,nagsurat,VBD,1
3523,nagsusukray,VB,1
3524,nagsusulog,VB,1
3525,nagsusulu,VB,1
3526,nagsusunod,VB,1
3527,nagsusupong,VB,1
3528,nagsusuporta,VB,1
3529,nagsusupsop,VB,0
3530,nagsusupsup,VB,0
3531,nagsusurat,VB,1
3532,nagsusuwayan,VB,-1
3533,nagsuway,VBD,-1
3534,nagtaba,VBD,0
3535,nagtabang,VBD,1
3536,nagtago,VBD,-1
3537,nagtagu,VBD,-1
3538,nagtandus,VB,1
3539,nagtangis,VBD,-1
3540,nagtanom,VBD,1
3541,nagtanuk,VBD,1
3542,nagtanum,VBD,1
3543,nagtao,VBD,1
3544,nagtatabang,VB,1
3545,nagtatabangan,VB,1
3546,nagtatangis,VB,-1
3547,nagtatangis,VBG,-1
3548,nagtatanom,VB,1
3549,nagtatanum,VB,1
3550,nagtatao,VB,1
3551,nagtatapus,VBP,0
3552,nagtatau,VBP,1
3553,nagtatawa,VBP,1
3554,nagtatrabawo,VBP,1
3555,nagtatrabawu,VBP,1
3556,nagtau,VBD,1
3557,nagtawa,VBD,1
3558,nagtawag,VBD,1
3559,nagtimpla,VBD,1
3560,nagtinda,VBD,1
3561,nagtindog,VBD,1
3562,nagtindug,VBD,1
3563,nagtinir,VBD,1
3564,nagtinumangan,VBD,-1
3565,nagtipun,VBD,1
3566,nagtirig,VBD,0
3567,nagtiti,VBD,-1
3568,nagtitinabang,VBP,1
3569,nagtitinabangan,VBG,1
3570,nagtitinda,VBP,1
3571,nagtitipun,VBP,1
3572,nagtititipun,VBG,1
3573,nagtitius,VBP,-1
3574,nagtrabawu,VBP,1
3575,nagtubung,VBD,-1
3576,nagtugal,VBD,0
3577,nagtugpa,VBD,0
3578,nagtugun,VBD,0
3579,nagtula,VBD,1
3580,nagtungka,VBD,-1
3581,nagtunog,VBD,0
3582,nagtutubo,VBP,1
3583,nagtutubud,VBP,1
3584,nagtutugal,VBP,1
3585,nagtutugtog,VBP,0
3586,nagtutula,VBP,1
3587,nagtuturo,VBP,1
3588,nagtuturog,VBP,1
3589,nagtututturo,VBP,1
3590,nagugrupo,VBP,0
3591,nagurot,VBD,-1
3592,nagustowan,VBD,1
3593,nagustuwan,VBD,1
3594,nagutus,VBD,1
3595,nagwawagayway,VBP,0
3596,naibog,VBD,-1
3597,naibutang,VBD,0
3598,naidrowing,VBD,1
3599,naiiba,VBD,0
3600,naiibog,VBP,-1
3601,naiibug,VBP,-1
3602,naiilang,VBP,-1
3603,naiingganyu,VBG,1
3604,naiinterpritar,VBG,1
3605,naiintidiyan,VBP,1
3606,naiintindiyan,VBP,1
3607,naiirak,VBP,1
3608,naiisipan,VBP,1
3609,naiisiyan,VBP,1
3610,naiistorya,VBD,1
3611,naiisturya,VBD,1
3612,nailang,VBD,-1
3613,naintindiyan,VBD,1
3614,naipaaayag,VBP,1
3615,naipaayag,VBD,1
3616,naipababayad,VBP,1
3617,naipabakal,VBD,1
3618,naipabayad,VBD,1
3619,naipabibisto,VBP,1
3620,naipaliwanag,VBD,1
3621,naipapaabot,VBP,1
3622,naipapaayag,VBP,1
3623,naipapabakal,VBP,1
3624,naipapabayad,VBP,1
3625,naipapaliwag,VBP,1
3626,naisalbar,VBD,1
3627,naisipan,VBD,1
3628,naisiyan,VBD,1
3629,naistorya,VBD,1
3630,naisurat,VBD,1
3631,naisusurat,VBP,1
3632,naitatao,VBD,1
3633,naituldu,VBD,0
3634,naiya,PRP,0
3635,naiyanan,VBD,-1
3636,naka,PRP,0
3637,nakaabot,VBD,1
3638,nakaabut,VBD,1
3639,nakaaging,VBD,0
3640,nakaalin,VBD,-1
3641,nakababasa,VBP,1
3642,nakababayad,VBP,1
3643,nakabakal,VBD,1
3644,nakabalik,VBD,1
3645,nakabalyu,VBD,0
3646,nakabantay,VBP,1
3647,nakabasa,VBD,1
3648,nakabatang,VBP,1
3649,nakabawi,VBD,1
3650,nakabayad,VBD,1
3651,nakabiliw,VBD,-1
3652,nakabinwit,VBD,1
3653,nakabutang,JJ,0
3654,nakadepende,VBP,0
3655,nakadipende,VBP,0
3656,nakadrowing,VBD,0
3657,nakadruwing,VBD,0
3658,nakadulag,VBD,-1
3659,nakagamit,VBD,1
3660,nakagat,VBD,-1
3661,nakagibo,VBD,1
3662,nakagigibu,VBP,1
3663,nakagugurang,JJ,0
3664,nakagutus,VBD,1
3665,nakaisip,VBD,1
3666,nakaistar,VBP,1
3667,nakaistorya,VBD,1
3668,nakaiyan,VBD,1
3669,nakakabasa,VBP,1
3670,nakakabisita,VBP,1
3671,nakakagayun,JJ,1
3672,nakakaintindi,VBP,1
3673,nakakaisi,JJ,1
3674,nakakakanta,VBP,1
3675,nakakamundu,JJ,-1
3676,nakakapagparehistro,VBP,1
3677,nakakaparyo,JJ,1
3678,nakakapasu,JJ,-1
3679,nakakaptan,JJ,1
3680,nakakaput,VBD,1
3681,nakakaribok,VBP,-1
3682,nakakasunod,VBP,1
3683,nakakatabang,VBP,1
3684,nakakatakot,VBP,-1
3685,nakakaubos,VBP,-1
3686,nakakaulang,JJ,-1
3687,nakakawit,JJ,0
3688,nakakuko,VBD,1
3689,nakakuku,VBD,1
3690,nakakutud,VBD,1
3691,nakalalangkaw,JJ,1
3692,nakalintura,VBD,-1
3693,nakalinya,VBP,1
3694,nakalipas,VBD,-1
3695,nakalunad,VBP,0
3696,nakaluog,VBD,0
3697,nakaluug,VBD,0
3698,nakamangno,VBD,1
3699,nakamumundu,JJ,-1
3700,nakangayamun,VBD,1
3701,nakangisi,VBP,1
3702,nakaon,VBD,1
3703,nakapagpaisi,VBD,1
3704,nakapagpartisipar,VBD,1
3705,nakapagtanum,VBD,1
3706,nakapagtutula,VBP,0
3707,nakapalibot,JJ,0
3708,nakaparung,VBD,1
3709,nakapasar,VBD,1
3710,nakapatinti,VBP,-1
3711,nakapauli,VBD,1
3712,nakapay,VBD,-1
3713,nakapili,VBD,1
3714,nakaposisyon,VBP,1
3715,nakapurot,VBD,0
3716,nakapurut,VBD,1
3717,nakararaut,JJ,-1
3718,nakareresibi,VBP,1
3719,nakaresibe,VBD,1
3720,nakarisibe,VBD,1
3721,nakarugang,VBD,1
3722,nakarungog,VBD,1
3723,nakarungug,VBD,1
3724,nakarurugup,JJ,1
3725,nakarurungog,JJ,1
3726,nakarurungug,JJ,1
3727,nakaruta,VBD,0
3728,nakasabi,VBD,1
3729,nakasabit,VBD,1
3730,nakasalida,VBD,1
3731,nakasasabat,VBP,0
3732,nakasilung,VBP,1
3733,nakasimbag,VBD,1
3734,nakasisiguro,VBP,1
3735,nakasungsung,VBD,-1
3736,nakasunod,VBP,1
3737,nakasunud,VBP,1
3738,nakasupung,VBP,0
3739,nakasurat,VBD,1
3740,nakasusunod,VBP,1
3741,nakasusunud,VBP,1
3742,nakasusurat,VBP,1
3743,nakasuway,VBD,1
3744,nakatabang,VBD,1
3745,nakatakot,VBD,-1
3746,nakatakut,VBD,-1
3747,nakatanom,JJ,1
3748,nakatanum,JJ,1
3749,nakatao,VBD,1
3750,nakatapos,VBD,1
3751,nakatataas,JJ,1
3752,nakatatabang,VBP,1
3753,nakatatabid,VBP,0
3754,nakatatakot,VBP,0
3755,nakatatakut,VBP,0
3756,nakatatau,VBP,1
3757,nakatau,VBD,1
3758,nakatawa,VBP,1
3759,nakati,VBD,1
3760,nakatindog,VBP,0
3761,nakatindug,VBP,0
3762,nakatios,VBD,1
3763,nakatipon,VBD,1
3764,nakatugruk,JJ,0
3765,nakatuod,VBD,1
3766,nakaturog,VBD,1
3767,nakaturug,VBD,1
3768,nakatutuod,VBP,1
3769,nakatuturug,VBP,1
3770,nakaula,VBP,0
3771,nakauli,VBD,1
3772,nakaumaliw,VBD,-1
3773,nakaun,VBD,1
3774,nakausay,VBP,1
3775,nakauumaliw,VBP,-1
3776,nakawit,VBD,-1
3777,nakibertdey,VBD,1
3778,nakikibisara,VBP,1
3779,nakikipagbisara,VBP,1
3780,nakikipaglaban,VBP,-1
3781,nakikiusip,VBP,1
3782,nakimahirak,VBD,-1
3783,nakingayamun,VBD,1
3784,nakirabung,VBD,-1
3785,naku,UH,-1
3786,nakuko,VBD,1
3787,nakuku,VBD,1
3788,nakukuko,VBP,1
3789,nakukukung,JJ,1
3790,nakukulangan,JJ,-1
3791,nakukulgan,JJ,-1
3792,nakukung,JJ,1
3793,nakulgan,JJ,-1
3794,nakutkut,JJ,1
3795,nalabusan,JJ,1
3796,nalagalag,VBD,-1
3797,nalawdan,VBD,1
3798,nalibung,VBD,-1
3799,nalibungan,VBD,-1
3800,nalibut,VBD,1
3801,naligis,VBD,-1
3802,nalilibungan,VBP,-1
3803,nalilingaw,VBP,-1
3804,nalilipungow,VBP,-1
3805,nalingawan,VBD,-1
3806,nalulumos,VBP,-1
3807,nalulumus,VBD,-1
3808,nalulupa,JJ,-1
3809,nalulupang,VBP,-1
3810,naluto,VBD,1
3811,naluyos,VBD,-1
3812,namakal,VBD,1
3813,namalisyan,VBD,-1
3814,namamalisyan,VBP,-1
3815,namamangno,VBP,1
3816,namamangnu,VBP,1
3817,namamanwaan,NNP,0
3818,namamasul,VBP,-1
3819,namamasyar,VBP,1
3820,namamate,VBP,0
3821,namamati,VBP,0
3822,namamatian,VBP,-1
3823,namamayo,VBP,-1
3824,namamayu,VBP,-1
3825,namangno,VBD,1
3826,namangnu,VBD,1
3827,namasul,VBD,-1
3828,namasyar,VBD,1
3829,namati,VBD,0
3830,namatian,VBD,0
3831,namiminwit,VBP,1
3832,namimiripit,VBP,-1
3833,namimis,VBP,-1
3834,namimisara,VBP,-1
3835,naminwit,VBD,1
3836,namit,NN,0
3837,namitan,VBP,1
3838,namo,NN,0
3839,namok,JJ,0
3840,namomoroblema,VBP,-1
3841,namomotan,JJ,1
3842,namong,PRP$,0
3843,namroblema,VBD,-1
3844,namrublima,VBD,-1
3845,namu,NN,0
3846,namubu,VBD,-1
3847,namudtuwan,VBD,1
3848,namuk,NN,0
3849,namumubo,VBP,-1
3850,namumubu,VBP,-1
3851,namumukpuk,VBP,-1
3852,namumundo,VBP,-1
3853,namumundu,VBP,-1
3854,namumurak,VBP,0
3855,namumutangan,NN,1
3856,namumuya,VBP,1
3857,namumuyang,JJ,1
3858,namundo,VBD,-1
3859,namundu,VBD,-1
3860,namungnan,VBD,0
3861,namuti,VBD,1
3862,namuya,VBD,1
3863,nanaman,UH,0
3864,nanamitan,VBD,0
3865,nananaklut,VBD,-1
3866,nananao,VBP,1
3867,nanay,NN,0
3868,nanerbiyos,VBD,-1
3869,nangad,JJ,0
3870,nangadyi,VBD,1
3871,nangangadyi,VBP,1
3872,nangangaipo,VBP,1
3873,nangangaturogan,VBG,0
3874,nangangaturugan,VBP,0
3875,nangangayamon,VBP,1
3876,nangangayamun,VBP,1
3877,nangaturugan,VBD,0
3878,nangayamon,VBD,1
3879,nangayamun,VBD,1
3880,nanggad,NN,0
3881,nanggana,VBD,1
3882,nanggigisong,VBP,1
3883,nanggiro,VBD,1
3884,nanggiru,VBD,1
3885,nanggisong,VBD,1
3886,nangitlog,VBD,1
3887,nangiwag,VBD,1
3888,nanguku,VBD,-1
3889,nangumusta,VBD,1
3890,nanguna,VBD,0
3891,nangunguna,VBP,1
3892,nangyari,VBD,1
3893,nangyayari,VBP,1
3894,naniggid,VBD,1
3895,naninigid,VBP,1
3896,nanluluya,VBD,-1
3897,nanrarakup,VBP,-1
3898,napaalnas,VBD,-1
3899,napabura,VBD,-1
3900,napadapla,VBD,-1
3901,napadpad,VBD,1
3902,napagbisaranan,VBD,1
3903,napagsusulud,VBP,1
3904,napaluntug,VBD,1
3905,napaluwa,VBD,-1
3906,napangakuan,VBD,1
3907,napangaturugan,VBD,1
3908,napangirit,VBD,1
3909,napansin,VBD,1
3910,napapagal,VBP,-1
3911,naparayu,VBD,-1
3912,napasilong,VBD,1
3913,napasilung,VBD,1
3914,napasu,VBD,-1
3915,napasupog,VBD,-1
3916,napasupug,VBD,-1
3917,napaturog,VBD,1
3918,napili,VBD,1
3919,napiritan,VBD,-1
3920,napoporma,VBP,1
3921,napundo,VBD,0
3922,napunuk,VBD,0
3923,napupunan,VBP,1
3924,napupuno,VBP,1
3925,napupursige,VBP,1
3926,napuputus,VBP,1
3927,napurot,VBD,1
3928,napusa,VBD,-1
3929,naputol,VBD,-1
3930,naputul,VBD,-1
3931,naputut,VBD,-1
3932,narakop,VBD,-1
3933,narakup,VBD,-1
3934,naranasan,VBD,1
3935,naraot,VBD,-1
3936,narara,VBD,-1
3937,nararakop,VBP,-1
3938,nararakup,VBD,-1
3939,nararanasan,VBP,1
3940,nararapuan,VBP,1
3941,naraug,VBD,-1
3942,naraut,VBD,-1
3943,naraw,UH,0
3944,naray,VBD,1
3945,narayan,VBD,1
3946,nareparo,VBD,1
3947,naresibe,VBD,1
3948,naresibeng,VBD,1
3949,naresibi,VBD,1
3950,narigos,VBD,1
3951,narigus,VBD,1
3952,nariparu,VBD,1
3953,nariresiklo,JJ,1
3954,naririgos,VBP,1
3955,naririgus,VBP,1
3956,naririsang,VBP,1
3957,narisa,VBD,1
3958,narugangan,VBD,1
3959,narugba,VBD,-1
3960,narumruman,VBD,1
3961,narungog,VBD,1
3962,narungug,VBD,1
3963,narurumruman,VBP,1
3964,narurungog,VBP,1
3965,narurungug,VBP,1
3966,nasabat,VBD,1
3967,nasabi,VBD,1
3968,nasabiyan,VBD,1
3969,nasaki,VBD,1
3970,nasakitan,VBD,-1
3971,nasala,VBD,-1
3972,nasalu,VBD,1
3973,nasambit,VBD,1
3974,nasapud,VBD,-1
3975,nasasabat,VBP,1
3976,nasasabi,VBP,1
3977,nasasaboot,VBP,1
3978,nasasabuot,VBP,1
3979,nasasabutan,VBP,1
3980,nasasakitan,VBP,-1
3981,nasasala,VBP,-1
3982,nasasayang,VBP,-1
3983,nasilngan,VBD,1
3984,nasimbag,VBD,-1
3985,nasimbagan,VBD,1
3986,nasindakan,VBD,-1
3987,nasisimbag,VBP,-1
3988,nasisiwit,VB,-1
3989,nasobran,VBD,-1
3990,nasolusyonan,VBD,1
3991,nasorpresa,VBD,1
3992,nasugat,VBD,-1
3993,nasunod,VBD,1
3994,nasunud,VBD,1
3995,nasurat,VBD,1
3996,nasusukul,VBP,1
3997,nasusumo,VBP,-1
3998,nasusunod,VBP,1
3999,nasusupog,VBP,-1
4000,nasusupog,VB,-1
4001,nasusupug,VBP,-1
4002,nasyon,NN,0
4003,nasyonal,JJ,0
4004,nasyun,NN,0
4005,natabangan,VBD,1
4006,natad,NN,0
4007,natad,NN,1
4008,natagak,VBD,-1
4009,natamaan,VBD,-1
4010,natanggap,VBD,1
4011,natapos,VBD,1
4012,natatagak,VBP,1
4013,natatawan,VBP,1
4014,natataya,VBP,1
4015,natawan,VBD,1
4016,natinakan,VBD,-1
4017,natipon,VBP,1
4018,natiti,VBP,-1
4019,nato,PRP,0
4020,natong,NN,0
4021,natu,PRP,0
4022,natugbung,VBD,1
4023,natuka,VBD,-1
4024,natukran,VBD,1
4025,natumba,VBD,-1
4026,naturan,VBD,1
4027,naturog,VBD,1
4028,naturug,VBD,1
4029,natutumba,VBP,-1
4030,natuturan,VBP,1
4031,natuturog,VBP,1
4032,natuturug,VBP,1
4033,naubos,VBD,-1
4034,naubus,VBD,-1
4035,nauda,VBD,-1
4036,nauda,VB,-1
4037,naudaan,VBD,-1
4038,naudang,VBD,-1
4039,naudit,VBD,-1
4040,nauditan,VBD,-1
4041,naula,VBD,-1
4042,naulog,VBD,-1
4043,naulug,VBD,-1
4044,naumaliwan,VBD,-1
4045,nauman,VBD,-1
4046,nauna,VBD,1
4047,naunang,VBD,1
4048,nauoda,VBP,-1
4049,nauranan,VBD,-1
4050,nauubos,VBP,-1
4051,nauuda,VBP,-1
4052,nauudang,VBP,-1
4053,nauudit,VBP,-1
4054,nauuman,VBP,-1
4055,nauuyam,VBP,-1
4056,nawatak,VBD,-1
4057,nawawatak,VBP,-1
4058,negatibong,JJ,-1
4059,ngabil,NN,0
4060,ngabil,NN,0
4061,ngalas,JJ,0
4062,ngamin,JJ,0
4063,ngamin,DT,1
4064,ngane,UH,0
4065,nganga,NN,0
4066,nganga,NN,0
4067,ngangayamun,VBP,1
4068,ngani,UH,0
4069,nganing,UH,0
4070,nganod,JJ,0
4071,nganud,JJ,0
4072,ngaran,NN,0
4073,ngaranan,VBP,0
4074,ngasa,NN,1
4075,ngata,VB,0
4076,ngaya,VB,0
4077,ngayamnan,NN,1
4078,ngayamon,NN,1
4079,ngayamun,NN,1
4080,nginangayamnan,VBP,1
4081,nginaranan,VBD,1
4082,nginutngot,VBD,-1
4083,ngipon,NN,0
4084,ngipon,NN,0
4085,ngipun,NN,0
4086,ngirit,NN,0
4087,ngiyaw,UH,0
4088,ngod,NN,0
4089,ngod,NN,0
4090,ngona,JJ,0
4091,ngowan,RB,0
4092,ngowan,RB,0
4093,ngud,NN,0
4094,nguhod,NN,0
4095,ngumon,RB,0
4096,nguna,JJ,0
4097,ngunang,VB,0
4098,ngungo,JJ,0
4099,ngungu,JJ,0
4100,ngurub,VB,0
4101,nguwan,RB,0
4102,nigu,NN,0
4103,nilalabusan,JJ,1
4104,nilalaga,VBP,1
4105,nilunadan,VBD,1
4106,niluto,VBD,1
4107,ninda,PRP,0
4108,ninong,NN,0
4109,ninyo,PRP,0
4110,ninyong,PRP,0
4111,ninyu,PRP,0
4112,nipa,NN,0
4113,nira,PRP,0
4114,nirang,PRP,0
4115,nisimbag,VBD,0
4116,niya,PRP,0
4117,niyo,PRP,0
4118,notbuk,NN,0
4119,nugas,JJ,0
4120,numerong,NN,0
4121,nungka,RB,0
4122,nuyog,NN,0
4123,nuyog,NN,0
4124,nuyug,NN,0
4125,nyaraw,UH,0
4126,nyo,PRP,0
4127,obag,JJ,-1
4128,obheto,NN,0
4129,obligasyon,NN,0
4130,obserbar,NN,0
4131,obserbaran,VBP,0
4132,ogas,VB,0
